province,country,latitude,longitude,confirmed_cases,deaths,recovered,update_time,data_source,country_code,region,country_flag
Qinghai,China,35.86166,104.195397,0,0,0,1/22/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shaanxi,China,35.86166,104.195397,0,0,0,1/22/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tibet,China,35.86166,104.195397,0,0,0,1/22/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Xinjiang,China,35.86166,104.195397,0,0,0,1/22/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hubei,China,35.86166,104.195397,444,17,28,1/23/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangdong,China,35.86166,104.195397,32,0,2,1/23/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Zhejiang,China,35.86166,104.195397,27,0,0,1/23/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Beijing,China,35.86166,104.195397,22,0,0,1/23/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanghai,China,35.86166,104.195397,16,0,0,1/23/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Anhui,China,35.86166,104.195397,9,0,0,1/23/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Chongqing,China,35.86166,104.195397,9,0,0,1/23/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hunan,China,35.86166,104.195397,9,0,0,1/23/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Sichuan,China,35.86166,104.195397,8,0,0,1/23/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangxi,China,35.86166,104.195397,7,0,0,1/23/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shandong,China,35.86166,104.195397,6,0,0,1/23/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Fujian,China,35.86166,104.195397,5,0,0,1/23/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangxi,China,35.86166,104.195397,5,0,0,1/23/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hainan,China,35.86166,104.195397,5,0,0,1/23/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Henan,China,35.86166,104.195397,5,0,0,1/23/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangsu,China,35.86166,104.195397,5,0,0,1/23/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tianjin,China,35.86166,104.195397,4,0,0,1/23/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guizhou,China,35.86166,104.195397,3,0,0,1/23/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Liaoning,China,35.86166,104.195397,3,0,0,1/23/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shaanxi,China,35.86166,104.195397,3,0,0,1/23/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
,Thailand,15.870032,100.992541,3,0,0,1/23/2020 17:00,jhu,THA,Asia,https://www.countryflags.io/th/flat/64.png
Gansu,China,35.86166,104.195397,2,0,0,1/23/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Heilongjiang,China,35.86166,104.195397,2,0,0,1/23/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hong Kong,China,22.396428,114.109497,2,0,0,1/23/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Macau,China,22.198745,113.543873,2,0,0,1/23/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Xinjiang,China,35.86166,104.195397,2,0,0,1/23/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Yunnan,China,35.86166,104.195397,2,0,0,1/23/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
,Vietnam,14.058324,108.277199,2,0,0,1/23/2020 17:00,jhu,VNM,Asia,https://www.countryflags.io/vn/flat/64.png
Hebei,China,35.86166,104.195397,1,1,0,1/23/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jilin,China,35.86166,104.195397,1,0,0,1/23/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Ningxia,China,35.86166,104.195397,1,0,0,1/23/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanxi,China,35.86166,104.195397,1,0,0,1/23/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Taiwan,China,23.69781,120.960515,1,0,0,1/23/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Washington,US,37.09024,-95.712891,1,0,0,1/23/2020 17:00,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
,Japan,36.204824,138.252924,1,0,0,1/23/2020 17:00,jhu,JPN,Asia,https://www.countryflags.io/jp/flat/64.png
,South Korea,35.907757,127.766922,1,0,0,1/23/2020 17:00,jhu,KOR,Asia,https://www.countryflags.io/kr/flat/64.png
,Singapore,1.352083,103.819836,1,0,0,1/23/2020 17:00,jhu,SGP,Asia,https://www.countryflags.io/sg/flat/64.png
Inner Mongolia,China,35.86166,104.195397,0,0,0,1/23/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Qinghai,China,35.86166,104.195397,0,0,0,1/23/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tibet,China,35.86166,104.195397,0,0,0,1/23/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
,Philippines,12.879721,121.774017,0,0,0,1/23/2020 17:00,jhu,PHL,Asia,https://www.countryflags.io/ph/flat/64.png
,Malaysia,4.210484,101.975766,0,0,0,1/23/2020 17:00,jhu,MYS,Asia,https://www.countryflags.io/my/flat/64.png
,Australia,-25.274398,133.775136,0,0,0,1/23/2020 17:00,jhu,AUS,Oceania,https://www.countryflags.io/au/flat/64.png
,Mexico,23.634501,-102.552784,0,0,0,1/23/2020 17:00,jhu,MEX,Americas,https://www.countryflags.io/mx/flat/64.png
,Brazil,-14.235004,-51.92528,0,0,0,1/23/2020 17:00,jhu,BRA,Americas,https://www.countryflags.io/br/flat/64.png
,Colombia,4.570868,-74.297333,0,0,0,1/23/2020 17:00,jhu,COL,Americas,https://www.countryflags.io/co/flat/64.png
Hubei,China,35.86166,104.195397,549,24,31,1/24/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangdong,China,35.86166,104.195397,53,0,2,1/24/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Zhejiang,China,35.86166,104.195397,43,0,1,1/24/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Beijing,China,35.86166,104.195397,36,0,1,1/24/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Chongqing,China,35.86166,104.195397,27,0,0,1/24/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hunan,China,35.86166,104.195397,24,0,0,1/24/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangxi,China,35.86166,104.195397,23,0,0,1/24/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanghai,China,35.86166,104.195397,20,0,1,1/24/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangxi,China,35.86166,104.195397,18,0,0,1/24/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Sichuan,China,35.86166,104.195397,15,0,0,1/24/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shandong,China,35.86166,104.195397,15,0,0,1/24/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Anhui,China,35.86166,104.195397,15,0,0,1/24/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Fujian,China,35.86166,104.195397,10,0,0,1/24/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Henan,China,35.86166,104.195397,9,0,0,1/24/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangsu,China,35.86166,104.195397,9,0,0,1/24/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hainan,China,35.86166,104.195397,8,0,0,1/24/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tianjin,China,35.86166,104.195397,8,0,0,1/24/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Yunnan,China,35.86166,104.195397,5,0,0,1/24/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shaanxi,China,35.86166,104.195397,5,0,0,1/24/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
,Thailand,15.870032,100.992541,5,0,0,1/24/2020 17:00,jhu,THA,Asia,https://www.countryflags.io/th/flat/64.png
Heilongjiang,China,35.86166,104.195397,4,1,0,1/24/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Liaoning,China,35.86166,104.195397,4,0,0,1/24/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guizhou,China,35.86166,104.195397,3,0,0,1/24/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jilin,China,35.86166,104.195397,3,0,0,1/24/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Taiwan,China,23.69781,120.960515,3,0,0,1/24/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
,Singapore,1.352083,103.819836,3,0,0,1/24/2020 17:00,jhu,SGP,Asia,https://www.countryflags.io/sg/flat/64.png
Ningxia,China,35.86166,104.195397,2,0,0,1/24/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hong Kong,China,22.396428,114.109497,2,0,0,1/24/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Macau,China,22.198745,113.543873,2,0,0,1/24/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hebei,China,35.86166,104.195397,2,1,0,1/24/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Gansu,China,35.86166,104.195397,2,0,0,1/24/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Xinjiang,China,35.86166,104.195397,2,0,0,1/24/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
,Japan,36.204824,138.252924,2,0,0,1/24/2020 17:00,jhu,JPN,Asia,https://www.countryflags.io/jp/flat/64.png
,South Korea,35.907757,127.766922,2,0,0,1/24/2020 17:00,jhu,KOR,Asia,https://www.countryflags.io/kr/flat/64.png
,Vietnam,14.058324,108.277199,2,0,0,1/24/2020 17:00,jhu,VNM,Asia,https://www.countryflags.io/vn/flat/64.png
,France,46.227638,2.213749,2,0,0,1/24/2020 17:00,jhu,FRA,Europe,https://www.countryflags.io/fr/flat/64.png
Shanxi,China,35.86166,104.195397,1,0,0,1/24/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Inner Mongolia,China,35.86166,104.195397,1,0,0,1/24/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Washington,US,37.09024,-95.712891,1,0,0,1/24/2020 17:00,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
Chicago,US,37.09024,-95.712891,1,0,0,1/24/2020 17:00,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
Qinghai,China,35.86166,104.195397,0,0,0,1/24/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hubei,China,35.86166,104.195397,761,40,32,1/25/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangdong,China,35.86166,104.195397,78,0,2,1/25/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Zhejiang,China,35.86166,104.195397,62,0,1,1/25/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Chongqing,China,35.86166,104.195397,57,0,0,1/25/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hunan,China,35.86166,104.195397,43,0,0,1/25/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Beijing,China,35.86166,104.195397,41,0,2,1/25/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Anhui,China,35.86166,104.195397,39,0,0,1/25/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanghai,China,35.86166,104.195397,33,0,1,1/25/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Henan,China,35.86166,104.195397,32,0,0,1/25/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Sichuan,China,35.86166,104.195397,28,0,0,1/25/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shandong,China,35.86166,104.195397,27,0,0,1/25/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangxi,China,35.86166,104.195397,23,0,0,1/25/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hainan,China,35.86166,104.195397,19,0,0,1/25/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangxi,China,35.86166,104.195397,18,0,0,1/25/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Fujian,China,35.86166,104.195397,18,0,0,1/25/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangsu,China,35.86166,104.195397,18,0,1,1/25/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Liaoning,China,35.86166,104.195397,17,0,0,1/25/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shaanxi,China,35.86166,104.195397,15,0,0,1/25/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Yunnan,China,35.86166,104.195397,11,0,0,1/25/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tianjin,China,35.86166,104.195397,10,0,0,1/25/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Heilongjiang,China,35.86166,104.195397,9,1,0,1/25/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hebei,China,35.86166,104.195397,8,1,0,1/25/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Inner Mongolia,China,35.86166,104.195397,7,0,0,1/25/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
,Thailand,15.870032,100.992541,7,0,0,1/25/2020 17:00,jhu,THA,Asia,https://www.countryflags.io/th/flat/64.png
Shanxi,China,35.86166,104.195397,6,0,0,1/25/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hong Kong,China,22.396428,114.109497,5,0,0,1/25/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guizhou,China,35.86166,104.195397,4,0,0,1/25/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jilin,China,35.86166,104.195397,4,0,0,1/25/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Gansu,China,35.86166,104.195397,4,0,0,1/25/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
,Australia,-25.274398,133.775136,4,0,0,1/25/2020 17:00,jhu,AUS,Oceania,https://www.countryflags.io/au/flat/64.png
Ningxia,China,35.86166,104.195397,3,0,0,1/25/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Taiwan,China,23.69781,120.960515,3,0,0,1/25/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Xinjiang,China,35.86166,104.195397,3,0,0,1/25/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
,Singapore,1.352083,103.819836,3,0,0,1/25/2020 17:00,jhu,SGP,Asia,https://www.countryflags.io/sg/flat/64.png
,France,46.227638,2.213749,3,0,0,1/25/2020 17:00,jhu,FRA,Europe,https://www.countryflags.io/fr/flat/64.png
,Malaysia,4.210484,101.975766,3,0,0,1/25/2020 17:00,jhu,MYS,Asia,https://www.countryflags.io/my/flat/64.png
Macau,China,22.198745,113.543873,2,0,0,1/25/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
,Japan,36.204824,138.252924,2,0,0,1/25/2020 17:00,jhu,JPN,Asia,https://www.countryflags.io/jp/flat/64.png
,South Korea,35.907757,127.766922,2,0,0,1/25/2020 17:00,jhu,KOR,Asia,https://www.countryflags.io/kr/flat/64.png
,Vietnam,14.058324,108.277199,2,0,0,1/25/2020 17:00,jhu,VNM,Asia,https://www.countryflags.io/vn/flat/64.png
Qinghai,China,35.86166,104.195397,1,0,0,1/25/2020 17:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Washington,US,37.09024,-95.712891,1,0,0,1/25/2020 17:00,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
Illinois,US,37.09024,-95.712891,1,0,0,1/25/2020 17:00,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
,Nepal,28.394857,84.124008,1,0,0,1/25/2020 17:00,jhu,NPL,Asia,https://www.countryflags.io/np/flat/64.png
Hubei,China,35.86166,104.195397,1058,52,42,1/26/2020 16:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangdong,China,35.86166,104.195397,111,0,2,1/26/2020 16:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Zhejiang,China,35.86166,104.195397,104,0,1,1/26/2020 16:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Henan,China,35.86166,104.195397,83,1,0,1/26/2020 16:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Chongqing,China,35.86166,104.195397,75,0,0,1/26/2020 16:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hunan,China,35.86166,104.195397,69,0,0,1/26/2020 16:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Beijing,China,35.86166,104.195397,68,0,2,1/26/2020 16:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Anhui,China,35.86166,104.195397,60,0,0,1/26/2020 16:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shandong,China,35.86166,104.195397,46,0,0,1/26/2020 16:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Sichuan,China,35.86166,104.195397,44,0,0,1/26/2020 16:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanghai,China,35.86166,104.195397,40,1,1,1/26/2020 16:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangxi,China,35.86166,104.195397,36,0,0,1/26/2020 16:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangxi,China,35.86166,104.195397,36,0,0,1/26/2020 16:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Fujian,China,35.86166,104.195397,35,0,0,1/26/2020 16:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangsu,China,35.86166,104.195397,33,0,1,1/26/2020 16:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hainan,China,35.86166,104.195397,22,0,0,1/26/2020 16:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shaanxi,China,35.86166,104.195397,22,0,0,1/26/2020 16:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Liaoning,China,35.86166,104.195397,21,0,0,1/26/2020 16:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Yunnan,China,35.86166,104.195397,16,0,0,1/26/2020 16:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Heilongjiang,China,35.86166,104.195397,15,1,0,1/26/2020 16:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tianjin,China,35.86166,104.195397,14,0,0,1/26/2020 16:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hebei,China,35.86166,104.195397,13,1,0,1/26/2020 16:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanxi,China,35.86166,104.195397,9,0,0,1/26/2020 16:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hong Kong,China,22.396428,114.109497,8,0,0,1/26/2020 16:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
,Thailand,15.870032,100.992541,8,0,2,1/26/2020 16:00,jhu,THA,Asia,https://www.countryflags.io/th/flat/64.png
Inner Mongolia,China,35.86166,104.195397,7,0,0,1/26/2020 16:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Gansu,China,35.86166,104.195397,7,0,0,1/26/2020 16:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guizhou,China,35.86166,104.195397,5,0,0,1/26/2020 16:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Macau,China,22.198745,113.543873,5,0,0,1/26/2020 16:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Ningxia,China,35.86166,104.195397,4,0,0,1/26/2020 16:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jilin,China,35.86166,104.195397,4,0,0,1/26/2020 16:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Taiwan,China,23.69781,120.960515,4,0,0,1/26/2020 16:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Xinjiang,China,35.86166,104.195397,4,0,0,1/26/2020 16:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
,Japan,36.204824,138.252924,4,0,1,1/26/2020 16:00,jhu,JPN,Asia,https://www.countryflags.io/jp/flat/64.png
,Singapore,1.352083,103.819836,4,0,0,1/26/2020 16:00,jhu,SGP,Asia,https://www.countryflags.io/sg/flat/64.png
,Australia,-25.274398,133.775136,4,0,0,1/26/2020 16:00,jhu,AUS,Oceania,https://www.countryflags.io/au/flat/64.png
,Malaysia,4.210484,101.975766,4,0,0,1/26/2020 16:00,jhu,MYS,Asia,https://www.countryflags.io/my/flat/64.png
,South Korea,35.907757,127.766922,3,0,0,1/26/2020 16:00,jhu,KOR,Asia,https://www.countryflags.io/kr/flat/64.png
,France,46.227638,2.213749,3,0,0,1/26/2020 16:00,jhu,FRA,Europe,https://www.countryflags.io/fr/flat/64.png
California,US,37.09024,-95.712891,2,0,0,1/26/2020 16:00,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
,Vietnam,14.058324,108.277199,2,0,0,1/26/2020 16:00,jhu,VNM,Asia,https://www.countryflags.io/vn/flat/64.png
Qinghai,China,35.86166,104.195397,1,0,0,1/26/2020 16:00,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Washington,US,37.09024,-95.712891,1,0,0,1/26/2020 16:00,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
Illinois,US,37.09024,-95.712891,1,0,0,1/26/2020 16:00,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
Arizona,US,37.09024,-95.712891,1,0,0,1/26/2020 16:00,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
,Nepal,28.394857,84.124008,1,0,0,1/26/2020 16:00,jhu,NPL,Asia,https://www.countryflags.io/np/flat/64.png
Ontario,Canada,56.130366,-106.346771,1,0,0,1/26/2020 16:00,jhu,CAN,Americas,https://www.countryflags.io/ca/flat/64.png
Hubei,China,35.86166,104.195397,1423,76,45,1/27/2020 23:59,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangdong,China,35.86166,104.195397,151,0,4,1/27/2020 23:59,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Zhejiang,China,35.86166,104.195397,128,0,1,1/27/2020 23:59,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Henan,China,35.86166,104.195397,128,1,0,1/27/2020 23:59,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Chongqing,China,35.86166,104.195397,110,0,0,1/27/2020 23:59,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hunan,China,35.86166,104.195397,100,0,0,1/27/2020 23:59,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Beijing,China,35.86166,104.195397,80,1,2,1/27/2020 23:59,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shandong,China,35.86166,104.195397,75,0,0,1/27/2020 23:59,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangxi,China,35.86166,104.195397,72,0,2,1/27/2020 23:59,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Anhui,China,35.86166,104.195397,70,0,0,1/27/2020 23:59,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Sichuan,China,35.86166,104.195397,69,0,0,1/27/2020 23:59,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Fujian,China,35.86166,104.195397,59,0,0,1/27/2020 23:59,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanghai,China,35.86166,104.195397,53,1,3,1/27/2020 23:59,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangsu,China,35.86166,104.195397,47,0,1,1/27/2020 23:59,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangxi,China,35.86166,104.195397,46,0,0,1/27/2020 23:59,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shaanxi,China,35.86166,104.195397,35,0,0,1/27/2020 23:59,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hainan,China,35.86166,104.195397,33,1,0,1/27/2020 23:59,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Liaoning,China,35.86166,104.195397,27,0,0,1/27/2020 23:59,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Yunnan,China,35.86166,104.195397,26,0,0,1/27/2020 23:59,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tianjin,China,35.86166,104.195397,23,0,0,1/27/2020 23:59,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Heilongjiang,China,35.86166,104.195397,21,1,0,1/27/2020 23:59,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hebei,China,35.86166,104.195397,18,1,0,1/27/2020 23:59,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Gansu,China,35.86166,104.195397,14,0,0,1/27/2020 23:59,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanxi,China,35.86166,104.195397,13,0,0,1/27/2020 23:59,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Inner Mongolia,China,35.86166,104.195397,11,0,0,1/27/2020 23:59,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
